timestamp,frame_number,location_x,location_y,detected_condition,event_type,group_id,related_group_ids,pedestrian_count,group_count,confidence,risk_score
21:56:01,284,922,572,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,285,925,574,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,286,929,576,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,287,932,578,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,288,935,580,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,289,939,582,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,290,942,584,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,291,946,586,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,292,949,588,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,293,952,590,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,294,956,592,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,295,959,594,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,296,963,596,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:02,297,966,598,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:02,298,969,600,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:02,299,973,602,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:02,300,640,360,HIGH_CROWD_DENSITY,HIGH_CROWD_DENSITY,ALL,G4;G5,8,2,0.95,0.55
